Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8
-3.7554,-1.5596,2.8689,-4.8554,-2.9426,-3.7771,-18.565,-26.849
-3.5554,-2.1596,2.1689,-5.4554,-1.2426,10.223,13.435,13.151
-1.5554,-1.5596,2.4689,-4.5554,-2.5426,-17.777,-30.565,-40.849
-2.8554,-2.5596,1.5689,-1.8554,-2.0426,10.223,-20.565,-32.849
-0.9554,-2.2596,2.1689,-2.9554,-0.0426,26.223,15.435,5.1507
-0.0554,-2.6596,1.0689,-3.4554,1.1574,24.223,-6.565,-12.849
-0.9554,-1.4596,-0.8311,-4.4554,0.3574,8.2229,-6.565,-16.849
-0.1554,-0.5596,0.8689,-3.9554,-1.1426,2.2229,-22.565,-28.849
0.2446,-2.1596,-0.1311,-3.8554,-3.0426,-7.7771,-14.565,-24.849
-0.0554,-1.3596,0.4689,-4.8554,-1.0426,16.223,11.435,1.1507
0.1446,-1.3596,2.1689,-4.4554,0.8574,-1.7771,-4.565,-6.8493
-0.8554,-0.9596,3.1689,-4.5554,1.0574,0.2229,1.435,-10.849
-1.5554,-0.6596,1.9689,-5.6554,-0.2426,-5.7771,-14.565,-20.849
-1.0554,0.1404,1.7689,-2.5554,0.3574,0.2229,-6.565,-16.849
-1.6554,1.1404,-0.1311,-3.7554,-1.5426,8.2229,-6.565,-6.8493
0.1446,0.9404,1.4689,-3.5554,-1.1426,16.223,7.435,5.1507
0.6446,-0.5596,0.9689,-3.3554,-1.2426,22.223,9.435,17.151
-1.6554,-1.6596,-0.9311,-2.9554,-4.5426,-9.7771,-14.565,3.1507
-4.2554,-2.2596,-0.5311,-0.4554,-3.0426,18.223,19.435,35.151
-2.5554,-2.6596,-0.2311,-0.3554,-3.3426,4.2229,13.435,25.151
-3.1554,0.4404,-2.3311,1.4446,-2.0426,28.223,31.435,33.151
-5.2554,3.6404,-4.4311,0.8446,-2.8426,16.223,25.435,27.151
-4.5554,4.4404,-4.0311,-1.1554,-4.5426,12.223,37.435,25.151
-5.9554,4.7404,-4.0311,-0.6554,-6.0426,10.223,35.435,23.151
-5.5554,5.2404,-5.0311,1.1446,-5.6426,20.223,51.435,35.151
-7.0554,3.9404,-6.1311,0.6446,-5.7426,32.223,53.435,31.151
-6.3554,2.7404,-6.1311,-2.1554,-5.9426,38.223,61.435,53.151
-4.6554,3.5404,-4.3311,-3.9554,-6.3426,4.2229,11.435,11.151
-4.6554,1.2404,-2.6311,-2.9554,-2.8426,14.223,25.435,13.151
-2.7554,0.9404,-1.0311,-3.8554,-2.8426,-19.777,-2.565,3.1507
-0.2554,2.0404,-2.2311,-2.7554,-2.6426,-3.7771,11.435,1.1507
-0.0554,2.0404,-2.8311,-6.3554,-3.6426,-19.777,1.435,-4.8493
2.5446,5.8404,-3.1311,-7.5554,-4.4426,-17.777,3.435,-12.849
1.4446,2.5404,-4.1311,-7.1554,-4.3426,-25.777,-8.565,-8.8493
-1.8554,1.5404,-3.2311,-4.5554,-1.9426,-21.777,-10.565,-16.849
-0.1554,0.1404,-2.8311,-4.7554,-2.0426,-21.777,-16.565,-24.849
2.3446,2.0404,-2.8311,-3.4554,-1.1426,-15.777,-18.565,-46.849
2.2446,2.4404,-1.3311,-4.4554,0.2574,-3.7771,-14.565,-26.849
2.8446,0.9404,0.1689,-4.5554,1.7574,-19.777,-32.565,-44.849
1.4446,-1.2596,-0.4311,-3.6554,0.8574,-21.777,-46.565,-42.849
1.5446,-2.6596,-0.0311,-1.6554,2.3574,8.2229,-10.565,-16.849
1.6446,-2.6596,-1.9311,-0.9554,0.8574,8.2229,-16.565,-6.8493
2.0446,-1.0596,-0.8311,0.0446,2.3574,20.223,-12.565,-12.849
1.9446,-2.0596,-1.2311,-2.1554,1.8574,-7.7771,-26.565,-34.849
1.8446,-2.4596,-0.7311,-2.1554,2.9574,-5.7771,-20.565,-36.849
0.1446,-1.7596,-1.1311,-1.6554,3.4574,-5.7771,-16.565,-24.849
0.6446,-0.1596,-2.9311,0.7446,3.6574,-17.777,-34.565,-42.849
1.4446,-1.0596,-1.9311,1.4446,5.4574,-1.7771,-24.565,-30.849
0.4446,-2.0596,-2.3311,0.4446,5.4574,-1.7771,-20.565,-18.849
1.1446,-1.0596,-1.0311,-0.7554,4.6574,-1.7771,-14.565,-14.849
1.4446,-0.7596,-0.3311,0.4446,4.5574,4.2229,-10.565,-12.849
-0.5554,-1.3596,-2.1311,0.0446,1.5574,-9.7771,-14.565,-8.8493
0.2446,-0.1596,-3.0311,0.9446,0.9574,-1.7771,-8.565,-2.8493
1.3446,-1.3596,-3.6311,-0.9554,1.3574,2.2229,1.435,1.1507
-0.3554,0.1404,-0.3311,-0.7554,3.1574,8.2229,-0.565,-6.8493
0.0446,-2.0596,2.1689,1.6446,5.6574,34.223,11.435,3.1507
-1.3554,-5.1596,1.0689,5.2446,5.7574,38.223,-32.565,-18.849
-5.5554,-14.16,-1.7311,7.9446,5.4574,16.223,-62.565,-14.849
-7.6554,-14.66,-0.0311,13.445,7.8574,52.223,-34.565,19.151
-7.9554,-13.66,0.3689,14.145,7.1574,78.223,41.435,83.151
-9.6554,-4.9596,-6.1311,13.045,-4.2426,-13.777,135.44,185.15
-17.355,6.9404,-13.931,17.545,-15.043,-97.777,289.44,325.15
-27.955,22.24,-28.631,16.345,-35.843,-281.78,451.43,489.15
-36.555,47.64,-44.831,12.445,-56.143,-433.78,625.43,627.15
-41.455,64.74,-57.831,9.3446,-73.143,-583.78,739.43,719.15
-46.455,82.74,-67.831,5.7446,-89.843,-651.78,861.43,757.15
-42.855,97.74,-71.531,-4.0554,-93.343,-549.78,805.43,563.15
-19.355,98.64,-56.731,-19.755,-74.443,-347.78,539.43,193.15
11.945,86.54,-33.031,-33.055,-48.143,-125.78,221.44,-112.85
32.245,61.74,-10.231,-36.855,-21.643,42.223,-78.565,-348.85
39.045,31.64,4.7689,-30.855,-0.7426,142.22,-246.56,-404.85
35.945,7.5404,14.669,-16.455,14.157,192.22,-268.56,-332.85
25.145,-14.06,15.969,-4.5554,24.357,208.22,-232.56,-236.85
15.545,-25.26,14.269,0.0446,26.057,162.22,-238.56,-176.85
8.6446,-29.46,13.469,4.4446,26.557,132.22,-234.56,-150.85
3.2446,-32.96,14.069,10.245,28.057,132.22,-240.56,-154.85
3.2446,-32.46,11.669,10.445,25.957,118.22,-224.56,-134.85
9.1446,-25.46,11.069,11.445,28.257,124.22,-210.56,-136.85
16.445,-16.36,8.4689,11.845,31.557,142.22,-172.56,-110.85
20.945,-12.06,1.6689,11.545,26.657,110.22,-180.56,-120.85
11.845,-15.96,-2.4311,10.545,19.057,88.223,-180.56,-100.85
-2.2554,-27.46,2.3689,7.4446,12.057,80.223,-166.56,-84.849
-13.955,-36.46,13.569,5.9446,13.457,108.22,-130.56,-60.849
-11.755,-35.36,15.569,5.4446,14.957,74.223,-130.56,-74.849
-2.7554,-27.56,13.369,6.5446,16.957,94.223,-106.56,-62.849
1.5446,-21.96,11.169,6.3446,14.357,56.223,-120.56,-76.849
3.8446,-17.76,9.9689,6.0446,13.257,80.223,-104.56,-78.849
2.4446,-16.86,9.1689,4.9446,12.957,84.223,-86.565,-42.849
2.2446,-16.06,9.1689,4.1446,11.557,62.223,-86.565,-46.849
0.4446,-15.06,6.9689,4.9446,10.957,58.223,-76.565,-34.849
2.2446,-14.56,7.0689,6.1446,9.9574,48.223,-70.565,-42.849
-0.1554,-14.16,5.4689,5.6446,10.057,80.223,-26.565,-10.849
-0.2554,-12.96,5.3689,4.0446,6.3574,38.223,-62.565,-32.849
-0.3554,-11.26,5.6689,4.6446,5.7574,56.223,-38.565,-32.849
-0.4554,-11.86,5.4689,3.0446,3.4574,38.223,-54.565,-24.849
0.3446,-9.5596,4.9689,2.4446,3.1574,38.223,-44.565,-18.849
-0.6554,-8.5596,2.4689,4.6446,2.8574,40.223,-20.565,-14.849
-0.6554,-8.3596,0.4689,5.3446,0.5574,18.223,-40.565,-28.849
-1.5554,-6.6596,-0.3311,4.8446,-0.2426,30.223,-30.565,-12.849
-1.6554,-6.3596,-2.6311,3.5446,-0.4426,24.223,-30.565,-20.849
-2.0554,-4.6596,-2.6311,2.6446,0.5574,16.223,-20.565,-14.849
-0.2554,-3.5596,-1.2311,1.8446,1.7574,28.223,-12.565,-16.849
0.2446,-4.3596,-0.8311,1.5446,1.6574,20.223,-8.565,-8.8493
0.9446,-4.3596,0.0689,4.1446,1.4574,32.223,1.435,3.1507
-0.3554,-4.6596,-1.0311,7.2446,-0.0426,14.223,-8.565,-6.8493
-1.6554,-3.0596,-3.4311,7.8446,-0.5426,16.223,5.435,17.151
-2.1554,-0.9596,-5.3311,8.6446,-2.7426,24.223,5.435,3.1507
-1.2554,-0.6596,-5.2311,5.5446,-3.9426,8.2229,1.435,11.151
-2.0554,-0.9596,-3.9311,5.9446,-2.7426,18.223,7.435,19.151
-3.1554,-2.1596,-6.3311,3.7446,-3.8426,-17.777,3.435,19.151
-2.1554,-0.7596,-4.1311,4.2446,-2.0426,4.2229,3.435,5.1507
-4.6554,-0.5596,-4.5311,2.5446,-2.9426,0.2229,19.435,33.151
-3.4554,0.1404,-6.6311,3.4446,-3.7426,-1.7771,11.435,23.151
-3.1554,-0.1596,-5.2311,4.9446,-4.1426,-7.7771,15.435,13.151
-1.4554,-0.9596,-6.7311,4.9446,-4.5426,-5.7771,29.435,31.151
-1.5554,1.5404,-5.9311,6.2446,-4.5426,-9.7771,33.435,59.151
-2.8554,3.1404,-5.9311,7.3446,-4.8426,-9.7771,41.435,49.151
-3.4554,2.2404,-4.7311,7.4446,-3.8426,-3.7771,49.435,43.151
-3.2554,2.2404,-5.0311,4.6446,-4.8426,-27.777,35.435,27.151
-4.3554,3.3404,-8.1311,4.2446,-5.1426,-23.777,47.435,61.151
-2.9554,6.1404,-7.5311,4.7446,-6.2426,-31.777,41.435,47.151
-1.6554,6.7404,-5.5311,5.0446,-5.0426,-17.777,51.435,45.151
-1.7554,6.8404,-6.6311,7.1446,-4.8426,-15.777,53.435,49.151
-1.6554,5.7404,-7.6311,5.8446,-4.9426,-33.777,43.435,49.151
-2.9554,5.4404,-8.0311,6.2446,-4.2426,-43.777,37.435,41.151
-3.7554,4.1404,-9.8311,7.1446,-4.1426,-45.777,39.435,45.151
-2.9554,3.9404,-9.3311,8.7446,-5.1426,-33.777,45.435,49.151
-2.7554,3.9404,-10.731,7.1446,-4.1426,-23.777,73.435,73.151
-0.3554,5.7404,-8.9311,6.7446,-3.0426,-35.777,45.435,47.151
-1.6554,5.3404,-8.1311,3.5446,-2.7426,-35.777,45.435,47.151
-3.8554,5.7404,-7.9311,5.6446,-2.2426,-21.777,43.435,37.151
-2.0554,6.2404,-6.2311,5.6446,-2.3426,-21.777,37.435,31.151
-2.1554,3.9404,-6.3311,7.1446,-1.2426,-11.777,55.435,55.151
-1.2554,3.0404,-4.5311,7.8446,-0.3426,-5.7771,41.435,55.151
0.5446,0.8404,-3.4311,6.6446,1.2574,-7.7771,39.435,65.151
2.1446,1.0404,-4.1311,6.3446,3.2574,-3.7771,17.435,29.151
0.6446,-1.7596,-2.9311,6.1446,4.2574,2.2229,11.435,33.151
0.4446,-2.2596,-0.2311,6.3446,5.3574,-1.7771,-18.565,1.1507
0.1446,-3.0596,2.0689,7.6446,6.3574,24.223,-0.565,3.1507
2.3446,-3.6596,1.7689,7.6446,6.4574,30.223,-16.565,-8.8493
4.3446,-4.4596,1.5689,7.3446,6.9574,22.223,-38.565,-30.849
4.1446,-5.3596,0.8689,5.2446,7.0574,50.223,-16.565,-12.849
6.2446,-5.4596,3.6689,3.7446,6.3574,30.223,-44.565,-40.849
6.4446,-5.6596,4.4689,5.0446,7.7574,38.223,-52.565,-58.849
6.8446,-6.5596,3.8689,2.2446,8.1574,34.223,-64.565,-74.849
6.7446,-6.9596,4.3689,1.2446,9.1574,40.223,-52.565,-76.849
6.2446,-6.7596,3.8689,1.0446,8.2574,42.223,-60.565,-76.849
7.3446,-6.8596,2.8689,2.9446,6.6574,22.223,-78.565,-76.849
8.6446,-5.1596,3.8689,4.2446,8.5574,58.223,-56.565,-66.849
6.6446,-7.0596,2.5689,1.4446,6.4574,34.223,-68.565,-82.849
6.3446,-6.5596,5.3689,2.9446,7.6574,46.223,-66.565,-84.849
6.1446,-5.1596,2.4689,2.8446,5.8574,18.223,-66.565,-86.849
9.1446,-5.5596,3.2689,2.7446,7.2574,34.223,-48.565,-64.849
9.6446,-4.6596,4.3689,2.9446,7.5574,32.223,-40.565,-60.849
8.6446,-3.1596,3.4689,1.9446,6.4574,28.223,-42.565,-52.849
8.0446,-0.9596,4.0689,3.6446,5.9574,22.223,-54.565,-70.849
6.3446,-2.9596,2.7689,3.7446,5.9574,32.223,-28.565,-40.849
7.3446,-1.3596,1.1689,4.1446,3.8574,6.2229,-52.565,-60.849
5.8446,-0.5596,0.1689,5.2446,3.9574,28.223,-30.565,-50.849
4.0446,-2.0596,0.1689,6.2446,5.4574,24.223,-18.565,-40.849
4.5446,-2.6596,1.8689,5.7446,6.2574,6.2229,-32.565,-48.849
4.1446,-2.4596,1.4689,4.1446,5.8574,-5.7771,-38.565,-42.849
3.3446,-1.8596,1.0689,5.2446,5.0574,4.2229,-28.565,-36.849
1.3446,-3.6596,0.2689,5.0446,3.5574,4.2229,-24.565,-30.849
1.8446,-3.7596,0.9689,5.0446,2.2574,10.223,-20.565,-30.849
1.2446,-4.0596,-0.7311,5.6446,1.9574,14.223,-6.565,-12.849
2.1446,-2.6596,-0.5311,4.7446,1.6574,0.2229,-18.565,-26.849
-0.6554,-3.1596,-2.0311,5.7446,1.0574,-3.7771,-20.565,-12.849
-1.4554,-1.9596,0.8689,7.2446,2.4574,-3.7771,-18.565,-14.849
-1.2554,-3.5596,0.5689,6.8446,3.8574,-1.7771,-6.565,-8.8493
-0.0554,-2.6596,1.3689,8.6446,3.8574,4.2229,-10.565,-12.849
0.0446,-1.1596,1.1689,6.8446,2.2574,0.2229,-4.565,-6.8493
-0.2554,-1.1596,-0.2311,4.1446,1.1574,-13.777,-14.565,-24.849
-0.5554,-1.9596,0.3689,3.0446,2.3574,2.2229,-8.565,-8.8493
-0.0554,-1.8596,0.2689,1.9446,0.1574,-5.7771,-12.565,-20.849
-0.0554,-3.3596,0.5689,1.7446,0.2574,-1.7771,-10.565,-20.849
0.9446,-4.4596,-0.1311,2.5446,-0.1426,4.2229,-2.565,-6.8493
1.8446,-3.4596,0.6689,2.9446,0.6574,0.2229,-10.565,-18.849
1.1446,-2.8596,-0.7311,3.8446,1.5574,0.2229,-10.565,-16.849
1.5446,-2.5596,-1.2311,3.9446,1.9574,2.2229,-4.565,-12.849
1.3446,-3.5596,-1.8311,2.4446,0.3574,0.2229,-16.565,-16.849
1.1446,-2.9596,-0.0311,3.5446,0.4574,6.2229,-12.565,-22.849
-0.3554,-3.7596,-1.8311,3.0446,0.9574,-1.7771,3.435,-4.8493
1.1446,-0.1596,-1.6311,4.4446,1.1574,-13.777,-10.565,-24.849
1.7446,0.7404,-2.5311,6.5446,2.5574,16.223,5.435,-14.849
2.2446,-0.0596,-2.4311,6.4446,1.2574,2.2229,-20.565,-38.849
3.2446,-1.6596,-2.5311,4.8446,2.0574,4.2229,-2.565,-10.849
1.7446,-2.4596,-1.9311,9.4446,2.8574,0.2229,-16.565,-16.849
3.5446,0.9404,-2.9311,11.045,5.0574,10.223,3.435,-12.849
9.1446,6.3404,-6.9311,9.6446,7.6574,-3.7771,-10.565,-20.849
16.545,12.04,-13.431,10.645,7.2574,4.2229,-6.565,-24.849
15.545,12.24,-19.131,9.2446,1.0574,4.2229,5.435,-12.849
7.0446,5.9404,-16.631,7.0446,-4.6426,-9.7771,-12.565,-20.849
-9.3554,-8.2596,-5.6311,3.6446,-7.1426,-1.7771,-26.565,-36.849
-16.055,-13.96,0.8689,-0.4554,-3.7426,2.2229,-8.565,-28.849
-8.8554,-7.3596,0.4689,2.3446,-0.2426,4.2229,-14.565,-34.849
-1.4554,-3.6596,0.0689,2.3446,2.2574,16.223,7.435,-14.849
-0.2554,-1.4596,0.6689,1.5446,2.7574,-3.7771,-20.565,-24.849
-0.8554,0.3404,0.6689,-0.0554,3.1574,0.2229,-10.565,-10.849
-2.6554,-0.7596,1.2689,0.7446,3.3574,2.2229,-10.565,-12.849
-1.5554,-1.1596,1.2689,0.8446,3.5574,8.2229,5.435,-2.8493
-1.8554,-0.2596,-0.3311,2.3446,2.7574,0.2229,5.435,-4.8493
-2.1554,-1.0596,0.7689,1.6446,2.6574,4.2229,3.435,-2.8493
-3.1554,-1.7596,-1.2311,2.9446,0.6574,6.2229,11.435,29.151
-3.7554,0.4404,-1.5311,3.6446,0.0574,4.2229,9.435,25.151
-2.8554,2.1404,-2.1311,4.1446,-0.7426,6.2229,17.435,19.151
-4.1554,2.0404,-3.5311,6.0446,-2.7426,4.2229,37.435,35.151
-4.1554,3.1404,-4.4311,6.9446,-3.2426,8.2229,33.435,39.151
-4.0554,3.8404,-3.8311,6.4446,-3.0426,34.223,51.435,35.151
-3.1554,0.8404,-5.9311,4.7446,-2.9426,28.223,35.435,25.151
-3.5554,1.1404,-4.6311,5.7446,-2.9426,28.223,37.435,33.151
-3.5554,3.5404,-4.4311,7.7446,-2.4426,26.223,43.435,39.151
-4.6554,2.3404,-5.2311,5.3446,-3.5426,28.223,43.435,35.151
-3.0554,2.7404,-4.4311,3.7446,-3.8426,0.2229,-6.565,-12.849
-1.5554,0.9404,-3.7311,3.4446,-2.1426,4.2229,15.435,-8.8493
0.8446,3.3404,-2.6311,-0.4554,-3.7426,-33.777,-8.565,-30.849
4.0446,6.9404,-1.0311,1.1446,-3.0426,-31.777,-18.565,-38.849
3.3446,3.1404,-2.7311,-0.6554,-2.0426,-17.777,-6.565,-20.849
2.5446,1.9404,-1.8311,0.4446,-0.9426,-21.777,-2.565,-10.849
5.2446,2.8404,-0.1311,0.1446,0.8574,-21.777,-16.565,-20.849
5.8446,1.5404,0.8689,1.8446,2.9574,-3.7771,-16.565,-26.849
5.9446,-0.5596,0.1689,1.4446,0.9574,-27.777,-30.565,-42.849
4.7446,-0.9596,-0.6311,1.2446,1.1574,-15.777,-30.565,-46.849
3.1446,-1.2596,-0.0311,0.3446,1.5574,-17.777,-28.565,-42.849
3.3446,-0.3596,0.1689,1.0446,1.6574,-11.777,-24.565,-32.849
4.5446,-1.9596,-0.5311,1.5446,1.2574,-3.7771,-22.565,-18.849
4.1446,-1.6596,-0.4311,1.9446,1.1574,-19.777,-38.565,-50.849
3.1446,-1.2596,1.9689,3.9446,3.4574,4.2229,-16.565,-38.849
3.7446,-0.1596,0.8689,0.7446,1.8574,-15.777,-26.565,-42.849
5.5446,0.8404,-1.1311,2.5446,2.0574,-25.777,-40.565,-56.849
4.5446,-2.1596,-1.5311,3.4446,2.0574,-15.777,-28.565,-38.849
4.3446,-3.3596,-3.2311,4.5446,2.7574,-11.777,-18.565,-18.849
4.0446,-1.2596,-2.2311,3.6446,1.9574,-19.777,-22.565,-18.849
5.9446,0.4404,-0.9311,3.6446,3.7574,4.2229,-2.565,-12.849
4.5446,-0.7596,-2.0311,2.5446,2.0574,-7.7771,-2.565,-10.849
6.4446,-1.4596,-2.6311,2.5446,1.7574,-17.777,-22.565,-32.849
5.6446,-0.5596,-3.5311,2.0446,1.9574,-7.7771,-14.565,-2.8493
7.4446,1.6404,-3.9311,3.9446,1.9574,-21.777,-14.565,-2.8493
4.8446,1.0404,-2.4311,3.7446,3.4574,-1.7771,3.435,-4.8493
1.4446,-0.2596,-2.9311,3.6446,2.0574,-17.777,-6.565,-12.849
2.6446,0.7404,-1.0311,4.5446,2.6574,4.2229,-12.565,-24.849
2.2446,-1.5596,-0.0311,5.4446,5.2574,20.223,-32.565,-22.849
2.9446,-6.5596,1.0689,7.3446,8.8574,58.223,-26.565,-2.8493
1.9446,-9.3596,2.3689,9.0446,9.2574,38.223,-64.565,-24.849
-0.7554,-8.7596,1.9689,14.945,10.457,74.223,-10.565,23.151
-4.3554,-5.9596,-4.7311,13.345,1.5574,30.223,91.435,121.15
-9.2554,6.0404,-13.531,16.945,-10.443,-55.777,223.44,265.15
-21.855,19.24,-25.431,18.445,-27.643,-195.78,421.43,457.15
-29.855,43.14,-41.331,16.645,-52.843,-425.78,545.43,565.15
-34.155,65.74,-52.731,18.245,-66.843,-553.78,691.43,697.15
-40.255,80.84,-65.531,11.945,-82.743,-677.78,815.43,785.15
-40.155,96.64,-71.231,5.2446,-91.443,-639.78,801.43,641.15
-23.255,96.34,-60.631,-9.7554,-79.143,-467.78,573.43,291.15
4.9446,86.94,-36.831,-24.355,-54.643,-229.78,255.44,-50.849
26.145,64.14,-14.831,-32.055,-27.443,-45.777,-38.565,-280.85
35.945,36.14,3.8689,-29.355,-4.2426,110.22,-212.56,-384.85
35.045,11.24,11.769,-20.755,10.857,174.22,-266.56,-344.85
27.245,-7.2596,12.769,-7.5554,18.557,178.22,-262.56,-260.85
17.645,-20.36,13.569,1.1446,22.957,160.22,-252.56,-208.85
11.045,-26.16,13.469,5.9446,24.057,156.22,-218.56,-146.85
8.4446,-26.86,13.669,9.7446,22.557,158.22,-200.56,-120.85
8.1446,-28.46,12.169,8.9446,20.957,150.22,-188.56,-132.85
10.745,-28.66,13.169,9.8446,21.257,140.22,-196.56,-128.85
10.345,-27.26,11.969,7.9446,20.957,132.22,-178.56,-118.85
7.3446,-27.26,12.969,7.4446,19.757,130.22,-160.56,-102.85
8.2446,-24.06,14.469,6.7446,18.357,110.22,-164.56,-110.85
5.1446,-23.36,10.869,5.2446,16.857,104.22,-164.56,-118.85
5.8446,-20.26,8.4689,3.0446,14.657,102.22,-150.56,-98.849
7.5446,-18.96,7.7689,4.1446,14.057,108.22,-122.56,-90.849
8.8446,-16.56,8.0689,8.1446,13.757,110.22,-98.565,-64.849
7.9446,-13.16,7.5689,7.9446,12.357,80.223,-122.56,-70.849
6.2446,-14.76,5.6689,6.3446,11.457,76.223,-116.56,-60.849
6.8446,-13.56,6.0689,3.9446,11.057,66.223,-96.565,-60.849
7.0446,-12.06,4.7689,4.4446,10.357,72.223,-80.565,-62.849
6.2446,-11.66,5.5689,4.2446,7.8574,62.223,-70.565,-54.849
4.0446,-12.06,4.0689,2.9446,7.8574,54.223,-70.565,-62.849
5.2446,-8.1596,5.0689,4.5446,8.3574,50.223,-62.565,-38.849
4.2446,-9.4596,2.5689,3.2446,7.2574,40.223,-72.565,-44.849
4.7446,-9.3596,2.6689,6.3446,8.0574,50.223,-42.565,-22.849
4.4446,-10.06,0.2689,6.7446,6.8574,32.223,-50.565,-40.849
1.3446,-8.9596,-0.7311,5.9446,5.8574,34.223,-44.565,-30.849
1.6446,-6.3596,1.6689,6.5446,5.8574,38.223,-30.565,-18.849
2.9446,-5.2596,1.9689,4.0446,5.1574,40.223,-14.565,-0.8493
3.8446,-4.3596,3.3689,2.7446,4.7574,30.223,-24.565,-4.8493
2.9446,-4.8596,0.2689,2.3446,2.1574,20.223,-36.565,-30.849
1.8446,-4.8596,-0.9311,3.1446,2.8574,26.223,-32.565,-16.849
3.1446,-4.2596,-1.8311,4.6446,2.2574,28.223,-22.565,-8.8493
4.4446,-3.6596,0.0689,3.4446,2.8574,42.223,-6.565,13.151
5.2446,-2.6596,0.5689,0.7446,2.2574,32.223,-8.565,-4.8493
3.0446,-3.6596,-0.8311,0.4446,1.2574,20.223,-26.565,-24.849
1.2446,-2.8596,0.9689,4.3446,1.5574,34.223,-2.565,-10.849
2.1446,-2.6596,-0.9311,3.3446,-0.0426,0.2229,-8.565,-6.8493
0.1446,-0.0596,-2.1311,4.7446,0.4574,10.223,1.435,15.151
0.7446,0.9404,-4.1311,3.3446,-0.9426,0.2229,-6.565,9.1507
2.4446,0.5404,-1.9311,2.8446,0.0574,24.223,-2.565,5.1507
1.2446,0.3404,-4.6311,1.8446,-0.9426,10.223,7.435,27.151
0.1446,2.1404,-3.3311,3.8446,0.5574,22.223,27.435,25.151
-0.4554,-0.9596,-4.1311,3.9446,0.0574,-9.7771,1.435,5.1507
-1.5554,0.7404,-4.6311,4.6446,0.7574,-5.7771,17.435,11.151
1.5446,3.4404,-4.4311,5.9446,1.0574,-13.777,11.435,7.1507
5.3446,10.04,-6.0311,7.6446,4.4574,4.2229,31.435,37.151
14.845,15.04,-10.931,7.5446,4.8574,-1.7771,37.435,23.151
16.445,17.94,-18.431,6.9446,-0.2426,-7.7771,27.435,19.151
8.7446,14.14,-18.931,4.1446,-6.9426,-7.7771,43.435,43.151
-7.2554,-0.1596,-12.031,-0.0554,-13.743,-25.777,35.435,49.151
-17.155,-8.0596,-1.4311,0.1446,-12.343,-41.777,23.435,25.151
-14.055,-6.3596,-1.3311,2.4446,-7.0426,-21.777,35.435,31.151
-7.7554,-1.5596,-5.3311,2.0446,-5.3426,-37.777,49.435,49.151
-2.5554,4.0404,-5.7311,2.6446,-3.8426,-27.777,47.435,35.151
-4.0554,5.3404,-6.1311,2.3446,-3.2426,-35.777,51.435,43.151
-3.2554,6.5404,-6.2311,0.8446,-3.4426,-33.777,55.435,55.151
-3.9554,6.7404,-5.5311,3.0446,-2.6426,-19.777,57.435,47.151
-4.5554,4.5404,-6.1311,2.4446,-5.4426,-39.777,45.435,53.151
-2.1554,5.3404,-4.2311,5.3446,-4.1426,-29.777,39.435,41.151
-1.7554,3.8404,-4.5311,1.9446,-3.9426,-47.777,45.435,41.151
-1.0554,4.8404,-4.9311,1.6446,-2.7426,-35.777,33.435,21.151
-2.9554,2.5404,-3.6311,1.7446,-2.7426,-47.777,29.435,23.151
-2.9554,3.8404,-3.4311,3.6446,-1.6426,-7.7771,51.435,51.151
-1.4554,4.0404,-3.1311,6.6446,-1.3426,-25.777,27.435,47.151
-1.7554,4.7404,-2.2311,4.9446,0.9574,4.2229,53.435,67.151
-0.7554,4.8404,-1.0311,3.1446,1.1574,-5.7771,9.435,21.151
-1.6554,1.9404,0.7689,4.0446,2.3574,4.2229,15.435,27.151
-2.7554,0.2404,-0.3311,3.3446,3.1574,-5.7771,-4.565,11.151
-1.1554,-0.3596,-0.1311,1.6446,2.9574,4.2229,-2.565,9.1507
1.0446,-0.8596,1.2689,3.2446,3.6574,22.223,-16.565,-0.8493
0.2446,-3.4596,3.0689,3.5446,5.1574,34.223,-10.565,1.1507
2.1446,-2.3596,1.6689,2.4446,6.0574,28.223,-22.565,-14.849
2.6446,-2.3596,1.1689,0.4446,5.2574,16.223,-58.565,-50.849
3.4446,-3.5596,1.7689,1.1446,5.4574,42.223,-44.565,-44.849
5.3446,-4.7596,2.2689,1.3446,5.2574,38.223,-56.565,-72.849
5.4446,-5.0596,2.2689,0.6446,6.0574,60.223,-48.565,-56.849
5.6446,-4.1596,1.6689,-1.7554,5.2574,58.223,-42.565,-54.849
6.4446,-3.8596,0.7689,-5.6554,3.3574,36.223,-70.565,-88.849
6.6446,-1.4596,2.1689,-1.5554,3.4574,58.223,-62.565,-72.849
6.2446,-3.4596,2.4689,-0.2554,3.2574,38.223,-54.565,-62.849
7.5446,-0.6596,5.7689,1.3446,4.5574,44.223,-58.565,-72.849
7.2446,-2.4596,4.8689,-0.5554,4.3574,36.223,-52.565,-66.849
6.8446,-2.6596,3.2689,-0.5554,2.9574,26.223,-56.565,-64.849
6.7446,-1.9596,3.9689,0.7446,2.1574,36.223,-44.565,-52.849
6.9446,-0.8596,2.4689,0.5446,0.6574,24.223,-48.565,-58.849
6.7446,-0.1596,2.9689,1.2446,1.0574,26.223,-48.565,-60.849
7.9446,-0.0596,3.6689,2.5446,1.5574,26.223,-42.565,-54.849
5.8446,-0.9596,1.6689,3.4446,4.0574,34.223,-28.565,-48.849
